Age,State,Insurance Type,Annual Premium (AUD),Claim Amount (AUD),Claim Status,Policy Start Date,Policy End Date,Product Tier,Payment Frequency,Risk Score
20,TAS,Health,5416.85,5231.61,Approved,25-11-2024,25-11-2025,Standard,Monthly,0.21
62,QLD,Life,3302.46,8709.7,Approved,30-01-2024,29-01-2025,Gold,Annually,0.69
30,ACT,Travel,2004.08,1872.66,Pending,03-12-2024,03-12-2025,Standard,Monthly,0.26
31,NSW,Life,4306.73,3808.61,Approved,01-11-2023,31-10-2024,Basic,Monthly,0.48
55,ACT,Car,4744.36,14639.78,Rejected,26-06-2023,25-06-2024,Gold,Annually,0.66
60,SA,Travel,2954.68,3968.81,Rejected,17-10-2024,17-10-2025,Gold,Annually,0.62
24,VIC,Car,1205.55,554.0,Pending,20-06-2023,19-06-2024,Basic,Quarterly,0.11
34,TAS,Car,3500.75,6787.93,Approved,03-07-2023,02-07-2024,Standard,Monthly,0.58
30,SA,Life,1524.47,291.65,Approved,27-12-2024,27-12-2025,Basic,Monthly,0.1
40,TAS,Car,2090.66,1702.86,Approved,08-07-2023,07-07-2024,Premium,Quarterly,0.59
23,TAS,Home,1685.12,1334.25,Approved,08-09-2023,07-09-2024,Standard,Monthly,0.16
37,TAS,Home,1938.87,1846.35,Approved,26-05-2023,25-05-2024,Premium,Quarterly,0.43
76,WA,Car,2659.71,6506.08,Approved,16-05-2023,15-05-2024,Gold,Annually,0.74
21,NSW,Travel,1775.3,930.23,Pending,06-05-2023,05-05-2024,Standard,Monthly,0.28
53,TAS,Travel,2887.57,5341.89,Approved,10-03-2024,10-03-2025,Gold,Quarterly,0.77
28,NSW,Health,4377.88,1306.26,Rejected,15-02-2023,15-02-2024,Standard,Quarterly,0.16
23,SA,Travel,855.35,269.83,Approved,30-12-2024,30-12-2025,Basic,Monthly,0.16
34,VIC,Home,1028.07,436.31,Approved,16-01-2023,16-01-2024,Basic,Monthly,0.33
61,QLD,Travel,2986.02,5936.63,Approved,01-06-2024,01-06-2025,Gold,Annually,0.7
20,VIC,Travel,1160.79,1227.77,Approved,05-03-2023,04-03-2024,Basic,Quarterly,0.27
33,QLD,Car,3057.85,2484.01,Approved,09-11-2024,09-11-2025,Standard,Monthly,0.5
44,VIC,Health,3991.99,7992.28,Rejected,16-04-2023,15-04-2024,Premium,Annually,0.44
76,VIC,Health,6817.08,7008.21,Rejected,25-08-2023,24-08-2024,Gold,Quarterly,0.85
40,VIC,Car,2881.91,1495.18,Approved,10-11-2023,09-11-2024,Premium,Annually,0.32
39,VIC,Health,4208.89,5642.9,Approved,10-02-2024,09-02-2025,Basic,Monthly,0.43
58,VIC,Car,4262.73,5935.02,Approved,12-09-2024,12-09-2025,Gold,Annually,0.75
53,TAS,Home,730.12,1205.29,Approved,06-02-2023,06-02-2024,Premium,Annually,0.59
56,WA,Home,1987.25,3746.94,Approved,16-11-2024,16-11-2025,Premium,Annually,0.63
79,WA,Travel,458.07,1663.97,Approved,08-08-2023,07-08-2024,Gold,Quarterly,0.87
50,ACT,Car,3660.99,2851.62,Approved,21-11-2023,20-11-2024,Gold,Annually,0.57
20,WA,Travel,2042.95,1437.84,Approved,07-04-2023,06-04-2024,Standard,Monthly,0.2
55,SA,Life,2216.22,2928.61,Approved,30-04-2024,30-04-2025,Gold,Annually,0.59
30,ACT,Life,3536.42,1162.51,Approved,13-06-2024,13-06-2025,Standard,Monthly,0.19
24,VIC,Life,1154.19,565.55,Approved,26-10-2023,25-10-2024,Basic,Quarterly,0.21
70,ACT,Home,5131.24,7722.92,Approved,28-07-2023,27-07-2024,Gold,Annually,0.55
61,SA,Life,6802.95,25001.85,Approved,25-05-2024,25-05-2025,Gold,Quarterly,0.74
38,QLD,Travel,2421.68,4772.14,Rejected,17-01-2023,17-01-2024,Premium,Annually,0.44
36,VIC,Car,2172.43,3325.65,Approved,03-12-2024,03-12-2025,Basic,Quarterly,0.32
60,WA,Travel,2200.24,1636.58,Approved,06-05-2024,06-05-2025,Gold,Annually,0.58
23,VIC,Health,1038.14,612.91,Approved,14-12-2024,14-12-2025,Basic,Quarterly,0.23
63,NT,Home,2329.22,3090.94,Approved,19-03-2023,18-03-2024,Gold,Quarterly,0.64
23,TAS,Life,4990.12,2832.49,Approved,26-01-2024,25-01-2025,Standard,Monthly,0.16
38,NT,Travel,1973.7,2929.97,Approved,23-03-2023,22-03-2024,Basic,Monthly,0.31
35,NT,Life,4669.86,11766.74,Approved,12-01-2024,11-01-2025,Basic,Monthly,0.55
34,QLD,Health,3962.01,6563.08,Approved,04-12-2023,03-12-2024,Standard,Monthly,0.52
50,SA,Life,4620.33,3343.31,Approved,10-09-2024,10-09-2025,Premium,Annually,0.52
21,NT,Life,3224.21,896.73,Approved,15-01-2023,15-01-2024,Basic,Monthly,0.13
22,TAS,Home,1627.6,851.35,Approved,31-01-2024,30-01-2025,Standard,Monthly,0.14
36,NT,Health,5845.31,16546.4,Approved,02-09-2023,01-09-2024,Premium,Quarterly,0.57
51,TAS,Travel,1572.27,2561.7,Pending,17-11-2023,16-11-2024,Premium,Quarterly,0.5
63,ACT,Travel,2238.59,4211.99,Approved,28-04-2024,28-04-2025,Gold,Annually,0.77
63,NSW,Health,1686.2,3406.52,Rejected,13-06-2023,12-06-2024,Gold,Annually,0.79
58,VIC,Car,4102.66,9620.93,Approved,13-11-2024,13-11-2025,Premium,Annually,0.51
38,ACT,Car,1271.66,1938.83,Approved,24-03-2024,24-03-2025,Basic,Quarterly,0.41
61,NSW,Travel,2946.26,9073.98,Approved,24-05-2024,24-05-2025,Gold,Annually,0.7
70,TAS,Car,5641.39,10925.93,Approved,28-08-2023,27-08-2024,Gold,Annually,0.52
38,WA,Car,1629.54,2090.63,Approved,20-04-2024,20-04-2025,Basic,Monthly,0.5
23,TAS,Home,2931.75,3844.53,Approved,12-11-2024,12-11-2025,Basic,Quarterly,0.29
22,NSW,Health,2223.76,1688.11,Approved,06-05-2023,05-05-2024,Standard,Monthly,0.2
50,QLD,Travel,2725.38,3435.73,Approved,10-06-2024,10-06-2025,Gold,Annually,0.56
51,TAS,Health,2502.84,8190.63,Approved,04-10-2023,03-10-2024,Premium,Annually,0.76
36,NT,Car,3949.79,6786.77,Rejected,18-09-2024,18-09-2025,Premium,Quarterly,0.47
24,VIC,Travel,1399.93,1717.25,Approved,05-12-2024,05-12-2025,Basic,Monthly,0.29
56,WA,Travel,1670.07,2521.91,Approved,20-12-2023,19-12-2024,Gold,Quarterly,0.5
40,WA,Home,4790.59,8655.34,Approved,10-11-2024,10-11-2025,Premium,Annually,0.56
65,SA,Car,1200.09,1691.55,Approved,28-03-2023,27-03-2024,Gold,Quarterly,0.56
70,TAS,Health,5468.86,6631.53,Approved,30-01-2024,29-01-2025,Gold,Annually,0.63
78,NSW,Travel,2463.38,7893.09,Rejected,17-07-2023,16-07-2024,Gold,Quarterly,0.89
22,NSW,Car,1164.13,895.63,Rejected,17-03-2024,17-03-2025,Standard,Monthly,0.18
34,QLD,Travel,359.16,350.43,Pending,10-09-2024,10-09-2025,Basic,Monthly,0.37
25,ACT,Health,3208.64,2574.14,Rejected,20-01-2023,20-01-2024,Basic,Monthly,0.2
23,VIC,Life,2168.9,1131.3,Approved,09-11-2024,09-11-2025,Standard,Monthly,0.25
22,TAS,Home,816.59,558.51,Rejected,30-01-2024,29-01-2025,Basic,Monthly,0.14
52,NSW,Home,2954.37,8009.13,Approved,13-07-2023,12-07-2024,Premium,Annually,0.72
32,WA,Health,6014.11,9749.1,Approved,28-03-2023,27-03-2024,Premium,Annually,0.49
24,QLD,Home,2933.79,904.43,Approved,29-04-2024,29-04-2025,Standard,Monthly,0.1
52,NT,Car,811.95,2161.78,Approved,12-11-2024,12-11-2025,Gold,Annually,0.57
53,NSW,Home,2332.26,2563.68,Approved,14-01-2024,13-01-2025,Premium,Annually,0.62
31,WA,Health,1112.14,1381.81,Approved,05-06-2023,04-06-2024,Standard,Quarterly,0.47
36,NSW,Life,2581.44,5052.68,Approved,21-08-2023,20-08-2024,Standard,Quarterly,0.42
31,TAS,Travel,766.06,1637.1,Approved,02-07-2023,01-07-2024,Basic,Monthly,0.6
20,SA,Home,2030.07,824.78,Approved,21-10-2024,21-10-2025,Basic,Monthly,0.1
21,NSW,Home,2698.03,1284.51,Approved,26-04-2024,26-04-2025,Standard,Monthly,0.12
60,QLD,Travel,2655.99,6641.75,Pending,08-03-2024,08-03-2025,Gold,Annually,0.76
37,QLD,Travel,1122.76,1900.72,Approved,11-01-2023,11-01-2024,Standard,Monthly,0.47
55,NSW,Home,4779.18,3098.74,Rejected,04-09-2024,04-09-2025,Gold,Quarterly,0.54
66,ACT,Life,6299.72,18146.75,Approved,27-11-2023,26-11-2024,Gold,Annually,0.74
20,ACT,Travel,1299.03,1137.62,Approved,11-09-2023,10-09-2024,Basic,Monthly,0.29
74,NT,Home,3527.8,8579.94,Rejected,19-04-2024,19-04-2025,Gold,Quarterly,0.89
63,VIC,Car,1578.54,1858.63,Pending,12-04-2023,11-04-2024,Gold,Annually,0.76
36,VIC,Life,4028.11,6272.36,Approved,12-12-2024,12-12-2025,Standard,Monthly,0.57
29,NT,Life,3260.29,2024.17,Approved,15-10-2024,15-10-2025,Basic,Monthly,0.14
54,NT,Life,5426.02,6802.09,Rejected,28-03-2023,27-03-2024,Gold,Annually,0.58
57,WA,Car,2460.21,3781.57,Approved,11-11-2024,11-11-2025,Premium,Quarterly,0.64
35,SA,Health,3774.04,2405.44,Rejected,19-05-2024,19-05-2025,Basic,Monthly,0.55
64,NSW,Car,3889.24,8486.41,Rejected,17-09-2024,17-09-2025,Gold,Quarterly,0.54
46,ACT,Travel,2193.3,1681.35,Pending,23-12-2023,22-12-2024,Premium,Annually,0.51
64,SA,Car,1274.84,1161.19,Approved,15-01-2024,14-01-2025,Gold,Annually,0.56
59,NSW,Travel,1360.75,2475.25,Pending,21-02-2024,20-02-2025,Premium,Quarterly,0.7
63,SA,Life,4394.43,2326.22,Approved,02-08-2023,01-08-2024,Gold,Quarterly,0.52
30,NSW,Life,2622.39,971.97,Approved,15-10-2023,14-10-2024,Standard,Monthly,0.22
56,SA,Life,4406.06,4459.4,Approved,13-11-2023,12-11-2024,Premium,Annually,0.66
53,QLD,Life,3921.38,12796.65,Rejected,01-06-2023,31-05-2024,Premium,Quarterly,0.69
35,NSW,Home,3939.33,3548.27,Approved,04-05-2024,04-05-2025,Standard,Monthly,0.34
36,QLD,Health,1635.86,2912.07,Rejected,24-11-2024,24-11-2025,Basic,Monthly,0.39
27,NSW,Life,5008.94,5437.52,Rejected,21-05-2023,20-05-2024,Standard,Quarterly,0.23
31,TAS,Travel,842.22,1047.17,Approved,27-08-2023,26-08-2024,Basic,Monthly,0.56
51,SA,Health,2374.83,3893.82,Rejected,05-12-2023,04-12-2024,Premium,Annually,0.75
46,WA,Life,3235.31,3757.37,Approved,10-08-2024,10-08-2025,Premium,Annually,0.51
33,NSW,Health,4613.45,6892.2,Pending,19-10-2024,19-10-2025,Premium,Annually,0.3
26,WA,Life,4838.03,3952.67,Approved,15-12-2023,14-12-2024,Basic,Quarterly,0.25
29,TAS,Health,2692.94,1025.27,Rejected,22-02-2023,22-02-2024,Basic,Monthly,0.12
50,WA,Life,3497.79,4314.94,Approved,25-10-2023,24-10-2024,Gold,Annually,0.54
25,SA,Health,3895.33,2238.41,Approved,29-09-2024,29-09-2025,Standard,Quarterly,0.12
66,QLD,Health,4182.32,14955.81,Rejected,02-10-2023,01-10-2024,Gold,Annually,0.78
27,QLD,Travel,1022.11,212.09,Approved,13-09-2023,12-09-2024,Standard,Monthly,0.13
61,NSW,Life,1790.46,2511.54,Approved,15-12-2024,15-12-2025,Gold,Annually,0.76
75,TAS,Travel,2683.73,9249.18,Approved,23-06-2024,23-06-2025,Gold,Quarterly,0.79
53,VIC,Home,4284.67,5218.46,Rejected,13-05-2023,12-05-2024,Premium,Annually,0.67
71,WA,Life,2529.43,3873.51,Approved,28-03-2023,27-03-2024,Gold,Annually,0.76
29,WA,Travel,1176.0,763.11,Approved,24-03-2023,23-03-2024,Basic,Monthly,0.16
54,NT,Home,5564.25,6195.63,Rejected,23-08-2024,23-08-2025,Gold,Annually,0.6
54,TAS,Health,5568.4,13292.63,Approved,03-04-2024,03-04-2025,Gold,Annually,0.71
35,WA,Health,1928.94,3602.03,Approved,15-09-2023,14-09-2024,Standard,Monthly,0.53
31,VIC,Life,4560.26,2630.91,Approved,02-06-2024,02-06-2025,Basic,Monthly,0.39
31,WA,Travel,2471.43,2039.77,Rejected,07-07-2024,07-07-2025,Premium,Quarterly,0.55
58,NSW,Car,2402.32,1900.47,Approved,04-09-2023,03-09-2024,Premium,Annually,0.66
36,SA,Car,1575.3,895.7,Approved,25-11-2023,24-11-2024,Premium,Annually,0.43
46,NT,Health,4118.18,7721.0,Rejected,14-02-2024,13-02-2025,Premium,Annually,0.53
54,NT,Health,6300.34,11638.87,Approved,12-03-2023,11-03-2024,Gold,Quarterly,0.55
52,NSW,Home,995.12,3033.0,Approved,03-01-2024,02-01-2025,Premium,Annually,0.79
25,VIC,Travel,1238.98,700.12,Approved,26-03-2023,25-03-2024,Basic,Monthly,0.12
39,NSW,Life,1318.03,1244.48,Approved,21-01-2023,21-01-2024,Basic,Monthly,0.35
28,SA,Life,3724.12,1942.91,Rejected,26-09-2024,26-09-2025,Standard,Monthly,0.15
56,ACT,Life,2425.57,8146.63,Rejected,28-07-2023,27-07-2024,Gold,Annually,0.79
33,NSW,Car,3492.07,4005.45,Approved,07-01-2024,06-01-2025,Basic,Monthly,0.45
27,NSW,Home,584.23,277.17,Pending,06-03-2023,05-03-2024,Basic,Monthly,0.19
30,WA,Home,1983.55,530.06,Approved,29-11-2024,29-11-2025,Standard,Monthly,0.17
75,NT,Travel,2165.01,8404.29,Approved,25-04-2024,25-04-2025,Gold,Annually,0.86
38,NSW,Life,2945.06,4988.08,Approved,29-07-2024,29-07-2025,Basic,Monthly,0.56
52,ACT,Car,1218.1,2189.51,Rejected,15-11-2023,14-11-2024,Premium,Annually,0.52
33,WA,Home,3973.11,7237.18,Approved,08-07-2023,07-07-2024,Standard,Monthly,0.54
22,QLD,Car,2789.61,1488.31,Rejected,26-02-2024,25-02-2025,Standard,Monthly,0.25
53,SA,Life,5287.31,3557.63,Approved,01-09-2023,31-08-2024,Premium,Annually,0.64
34,TAS,Home,1923.06,2810.29,Approved,23-10-2023,22-10-2024,Standard,Monthly,0.55
69,SA,Car,4615.74,11110.14,Approved,22-04-2023,21-04-2024,Gold,Quarterly,0.8
20,NT,Travel,1538.83,1637.76,Approved,16-07-2023,15-07-2024,Standard,Monthly,0.29
39,TAS,Life,4808.41,5978.29,Approved,27-07-2023,26-07-2024,Basic,Monthly,0.57
36,WA,Life,4633.53,4603.4,Rejected,14-08-2023,13-08-2024,Basic,Monthly,0.33
27,ACT,Life,1270.21,443.44,Approved,02-02-2023,02-02-2024,Standard,Monthly,0.22
51,ACT,Car,3021.41,2731.95,Rejected,29-07-2023,28-07-2024,Premium,Annually,0.63
21,VIC,Home,683.93,334.54,Approved,12-02-2023,12-02-2024,Standard,Quarterly,0.17
29,SA,Home,1262.16,1094.31,Approved,21-03-2023,20-03-2024,Standard,Quarterly,0.2
28,NSW,Health,3492.6,3035.34,Approved,14-11-2023,13-11-2024,Standard,Monthly,0.24
36,QLD,Life,1438.03,1639.81,Approved,04-01-2024,03-01-2025,Standard,Monthly,0.54
67,WA,Life,2488.99,4484.66,Approved,22-10-2024,22-10-2025,Gold,Quarterly,0.53
37,WA,Travel,826.12,1256.32,Approved,09-01-2023,09-01-2024,Basic,Quarterly,0.31
50,SA,Home,5114.85,5170.73,Approved,03-08-2024,03-08-2025,Gold,Annually,0.39
45,WA,Life,4009.07,3507.96,Approved,18-05-2024,18-05-2025,Premium,Annually,0.31
29,NT,Health,2945.28,3873.44,Approved,23-04-2023,22-04-2024,Basic,Monthly,0.3
64,NT,Health,5162.73,6083.34,Approved,21-12-2023,20-12-2024,Gold,Quarterly,0.5
79,TAS,Health,5536.2,19681.96,Approved,15-05-2023,14-05-2024,Gold,Annually,0.88
57,QLD,Travel,400.13,432.98,Pending,13-09-2023,12-09-2024,Premium,Quarterly,0.76
21,QLD,Travel,1779.11,1818.49,Rejected,16-07-2023,15-07-2024,Basic,Monthly,0.28
47,ACT,Health,3626.78,8961.13,Approved,26-04-2024,26-04-2025,Premium,Annually,0.52
35,VIC,Life,2753.8,7004.61,Approved,20-08-2024,20-08-2025,Standard,Monthly,0.57
22,NSW,Life,2371.4,2607.87,Approved,19-03-2023,18-03-2024,Standard,Monthly,0.25
37,TAS,Home,2300.84,3734.19,Approved,16-08-2024,16-08-2025,Basic,Quarterly,0.35
65,NSW,Home,5665.59,13796.77,Approved,04-12-2024,04-12-2025,Gold,Quarterly,0.55
36,ACT,Life,2213.77,3130.8,Approved,30-12-2023,29-12-2024,Standard,Monthly,0.56
37,TAS,Car,3250.46,1832.89,Rejected,23-08-2024,23-08-2025,Standard,Monthly,0.43
21,VIC,Travel,381.29,222.84,Approved,08-03-2023,07-03-2024,Basic,Monthly,0.18
35,VIC,Life,3949.08,3689.72,Rejected,06-12-2023,05-12-2024,Standard,Quarterly,0.31
28,NSW,Health,1987.4,1754.7,Approved,24-10-2023,23-10-2024,Standard,Monthly,0.26
68,SA,Car,5447.92,12215.49,Approved,26-10-2023,25-10-2024,Gold,Annually,0.57
27,ACT,Home,3843.63,5001.13,Approved,11-12-2024,11-12-2025,Standard,Quarterly,0.3
64,ACT,Health,6660.28,17328.97,Approved,12-04-2023,11-04-2024,Gold,Annually,0.71
30,WA,Car,719.35,491.32,Rejected,01-06-2024,01-06-2025,Standard,Quarterly,0.29
25,SA,Travel,745.07,775.63,Approved,13-12-2024,13-12-2025,Standard,Monthly,0.23
36,WA,Home,3489.3,4505.17,Approved,24-04-2024,24-04-2025,Standard,Monthly,0.3
60,SA,Home,5972.41,6132.52,Approved,27-07-2024,27-07-2025,Gold,Quarterly,0.58
25,NSW,Home,1095.83,279.49,Rejected,25-10-2024,25-10-2025,Basic,Monthly,0.1
35,VIC,Travel,829.83,1989.17,Approved,13-08-2023,12-08-2024,Standard,Quarterly,0.48
67,ACT,Car,3128.41,2811.38,Approved,31-07-2024,31-07-2025,Gold,Annually,0.66
33,NSW,Life,5887.67,9896.39,Rejected,15-05-2023,14-05-2024,Premium,Annually,0.4
36,VIC,Life,5105.27,6935.78,Approved,27-12-2024,27-12-2025,Standard,Monthly,0.41
28,VIC,Car,1514.17,1164.19,Approved,07-01-2024,06-01-2025,Standard,Monthly,0.16
59,SA,Home,2033.97,1644.5,Rejected,29-08-2023,28-08-2024,Gold,Annually,0.7
74,WA,Car,5905.38,22538.24,Pending,24-12-2024,24-12-2025,Gold,Annually,0.81
21,SA,Health,2153.78,557.18,Approved,19-08-2024,19-08-2025,Standard,Monthly,0.15
75,ACT,Home,4430.58,15223.63,Approved,13-04-2023,12-04-2024,Gold,Annually,0.93
68,TAS,Life,2332.44,6333.1,Approved,09-03-2024,09-03-2025,Gold,Annually,0.68
20,ACT,Car,3122.69,1906.5,Approved,01-09-2024,01-09-2025,Standard,Monthly,0.25
32,NT,Home,1620.02,1248.74,Approved,22-08-2024,22-08-2025,Basic,Monthly,0.33
74,TAS,Home,5342.06,15322.85,Approved,17-10-2023,16-10-2024,Gold,Annually,0.86
22,NSW,Travel,487.76,466.96,Rejected,18-01-2024,17-01-2025,Standard,Monthly,0.27
34,TAS,Travel,1613.9,1271.84,Approved,02-09-2024,02-09-2025,Basic,Monthly,0.42
20,WA,Health,1675.11,1030.52,Approved,21-11-2024,21-11-2025,Basic,Monthly,0.19
59,TAS,Health,3060.66,7633.65,Approved,15-06-2023,14-06-2024,Premium,Annually,0.53
43,QLD,Home,4831.48,7167.16,Approved,27-11-2023,26-11-2024,Premium,Quarterly,0.36
58,NSW,Car,4146.21,11242.41,Approved,27-08-2024,27-08-2025,Premium,Annually,0.56
35,ACT,Home,3517.83,6691.99,Pending,26-09-2024,26-09-2025,Premium,Annually,0.43
53,NT,Travel,1215.51,1945.63,Approved,20-04-2023,19-04-2024,Premium,Quarterly,0.74
33,QLD,Travel,1681.23,2751.06,Approved,10-01-2024,09-01-2025,Basic,Monthly,0.55
78,SA,Health,3654.47,12240.16,Approved,26-11-2023,25-11-2024,Gold,Annually,0.86
44,TAS,Travel,2466.95,4192.05,Rejected,18-08-2023,17-08-2024,Premium,Annually,0.44
37,ACT,Life,3208.88,3201.46,Approved,07-10-2024,07-10-2025,Standard,Quarterly,0.51
39,NT,Life,4638.27,10649.1,Rejected,25-12-2023,24-12-2024,Standard,Monthly,0.46
38,NT,Health,3226.52,4487.54,Rejected,05-10-2023,04-10-2024,Standard,Monthly,0.32
24,SA,Travel,497.32,70.66,Rejected,04-04-2023,03-04-2024,Basic,Quarterly,0.12
26,NT,Life,5457.9,5764.55,Approved,30-10-2023,29-10-2024,Standard,Monthly,0.22
28,ACT,Home,2444.31,1083.37,Approved,19-04-2023,18-04-2024,Basic,Quarterly,0.16
59,TAS,Life,4093.13,6430.62,Rejected,11-11-2023,10-11-2024,Premium,Annually,0.63
34,NT,Car,3436.85,2308.57,Approved,20-06-2023,19-06-2024,Standard,Quarterly,0.5
50,QLD,Car,5450.62,3967.5,Approved,04-04-2023,03-04-2024,Gold,Quarterly,0.43
24,TAS,Travel,704.3,404.68,Approved,11-03-2023,10-03-2024,Basic,Monthly,0.21
21,TAS,Home,910.96,431.26,Approved,26-12-2024,26-12-2025,Basic,Monthly,0.1
21,NT,Car,1935.26,1753.95,Approved,11-06-2023,10-06-2024,Basic,Monthly,0.29
20,NSW,Health,3911.51,1454.59,Pending,04-08-2024,04-08-2025,Basic,Quarterly,0.14
72,VIC,Life,6283.69,11250.79,Approved,04-09-2024,04-09-2025,Gold,Annually,0.91
36,VIC,Home,2764.67,7294.05,Approved,21-10-2024,21-10-2025,Basic,Quarterly,0.54
46,TAS,Health,2200.3,966.7,Approved,16-04-2023,15-04-2024,Premium,Annually,0.38
75,ACT,Life,3865.98,9331.96,Rejected,28-07-2023,27-07-2024,Gold,Quarterly,0.88
32,NSW,Health,2825.37,2577.34,Approved,03-09-2023,02-09-2024,Premium,Annually,0.35
34,QLD,Health,1676.27,2613.23,Approved,27-01-2023,27-01-2024,Basic,Monthly,0.52
50,SA,Health,2345.93,3566.99,Approved,14-12-2024,14-12-2025,Gold,Annually,0.41
64,NT,Health,3138.99,7458.66,Rejected,23-10-2024,23-10-2025,Gold,Annually,0.69
28,NSW,Home,3762.34,3627.62,Approved,22-12-2023,21-12-2024,Standard,Monthly,0.26
30,WA,Health,1562.89,301.93,Approved,02-03-2023,01-03-2024,Standard,Monthly,0.11
32,WA,Health,4672.94,5917.52,Rejected,06-03-2023,05-03-2024,Premium,Annually,0.34
35,NT,Travel,570.75,967.6,Approved,17-09-2023,16-09-2024,Basic,Monthly,0.44
27,WA,Life,1373.79,487.32,Rejected,15-03-2023,14-03-2024,Standard,Quarterly,0.16
29,VIC,Home,4084.1,1083.65,Approved,14-06-2024,14-06-2025,Standard,Monthly,0.11
28,VIC,Car,690.2,557.64,Pending,17-07-2024,17-07-2025,Standard,Quarterly,0.19
39,ACT,Car,1432.51,2930.77,Approved,14-08-2023,13-08-2024,Standard,Monthly,0.57
37,VIC,Travel,1944.14,993.68,Rejected,09-04-2023,08-04-2024,Premium,Annually,0.4
53,WA,Life,6033.77,10710.45,Approved,09-07-2023,08-07-2024,Premium,Annually,0.61
38,VIC,Travel,1516.93,1131.72,Approved,10-06-2023,09-06-2024,Standard,Quarterly,0.39
55,NSW,Home,2213.29,6064.68,Approved,30-05-2023,29-05-2024,Premium,Annually,0.62
38,ACT,Home,3385.6,3925.11,Rejected,16-06-2024,16-06-2025,Premium,Quarterly,0.36
24,NSW,Car,3853.02,2345.89,Rejected,19-08-2024,19-08-2025,Basic,Quarterly,0.25
42,WA,Health,6200.77,7223.09,Approved,17-09-2024,17-09-2025,Premium,Annually,0.46
31,NT,Home,2235.29,1305.75,Pending,04-03-2023,03-03-2024,Basic,Quarterly,0.4
21,SA,Life,3179.71,1389.3,Rejected,15-06-2024,15-06-2025,Basic,Monthly,0.1
66,TAS,Life,1574.76,3698.52,Rejected,04-12-2024,04-12-2025,Gold,Annually,0.79
20,TAS,Travel,1863.87,897.21,Rejected,31-01-2024,30-01-2025,Standard,Quarterly,0.11
34,VIC,Home,2891.32,1803.97,Rejected,19-09-2023,18-09-2024,Basic,Monthly,0.44
38,QLD,Health,6208.5,11529.68,Approved,11-12-2024,11-12-2025,Premium,Quarterly,0.57
37,ACT,Car,1457.31,793.42,Rejected,08-08-2023,07-08-2024,Standard,Quarterly,0.41
21,NSW,Health,3361.42,2197.57,Pending,25-06-2023,24-06-2024,Standard,Monthly,0.17
32,ACT,Home,5076.31,5840.4,Rejected,12-10-2024,12-10-2025,Premium,Quarterly,0.44
47,WA,Health,2715.22,7548.38,Pending,18-01-2023,18-01-2024,Premium,Annually,0.56
27,WA,Life,2483.09,813.74,Approved,21-05-2023,20-05-2024,Basic,Monthly,0.18
38,SA,Health,2313.23,3332.62,Rejected,11-03-2024,11-03-2025,Standard,Monthly,0.34
60,VIC,Home,4201.18,4978.45,Approved,10-06-2023,09-06-2024,Gold,Annually,0.69
33,SA,Travel,1615.28,1758.22,Approved,14-01-2023,14-01-2024,Premium,Quarterly,0.33
32,NSW,Travel,1322.91,2719.23,Approved,03-07-2023,02-07-2024,Basic,Quarterly,0.42
77,NT,Travel,928.08,1648.31,Pending,04-10-2024,04-10-2025,Gold,Annually,0.78
39,WA,Home,3109.27,2644.87,Approved,21-02-2024,20-02-2025,Basic,Monthly,0.54
57,TAS,Life,6150.22,12454.95,Rejected,13-09-2024,13-09-2025,Gold,Quarterly,0.57
63,NSW,Life,5630.16,6821.15,Pending,12-07-2023,11-07-2024,Gold,Quarterly,0.54
73,SA,Health,4899.6,16338.23,Rejected,14-11-2023,13-11-2024,Gold,Annually,0.72
23,SA,Travel,1533.56,1169.64,Approved,04-09-2023,03-09-2024,Basic,Monthly,0.23
74,WA,Life,2089.12,2786.92,Rejected,02-02-2024,01-02-2025,Gold,Annually,0.91
44,ACT,Health,6039.37,6730.45,Rejected,01-05-2023,30-04-2024,Premium,Annually,0.48
64,TAS,Health,2139.59,4059.88,Rejected,02-07-2024,02-07-2025,Gold,Quarterly,0.56
78,VIC,Life,1922.71,2598.53,Pending,26-10-2024,26-10-2025,Gold,Quarterly,0.92
22,WA,Life,4922.51,5854.95,Approved,27-04-2024,27-04-2025,Basic,Monthly,0.27
52,ACT,Home,3065.91,3444.1,Pending,26-05-2024,26-05-2025,Gold,Quarterly,0.55
46,VIC,Home,4360.78,7189.52,Approved,28-05-2023,27-05-2024,Premium,Annually,0.35
22,WA,Travel,2037.11,675.73,Approved,17-05-2024,17-05-2025,Standard,Quarterly,0.12
57,NSW,Travel,1920.46,3666.53,Pending,25-05-2023,24-05-2024,Premium,Quarterly,0.56
62,WA,Health,7002.26,10907.35,Approved,10-11-2024,10-11-2025,Gold,Quarterly,0.7
25,SA,Home,3382.53,2882.18,Approved,17-08-2023,16-08-2024,Standard,Quarterly,0.25
46,QLD,Health,5845.81,10274.02,Approved,29-01-2024,28-01-2025,Premium,Annually,0.52
45,NT,Car,3595.54,5395.33,Approved,30-06-2023,29-06-2024,Premium,Annually,0.51
59,NSW,Car,4717.22,7287.26,Approved,02-09-2023,01-09-2024,Premium,Annually,0.55
78,NT,Travel,2828.64,9376.23,Approved,20-11-2024,20-11-2025,Gold,Annually,0.81
25,QLD,Health,4347.59,1477.02,Approved,22-12-2023,21-12-2024,Basic,Monthly,0.2
